"province","affiliation","amphor","n"
"กระบี่","สพป.กระบี่","คลองท่อม",39
"กระบี่","สพป.กระบี่","ปลายพระยา",24
"กระบี่","สพป.กระบี่","ลำทับ",17
"กระบี่","สพป.กระบี่","อ่าวลึก",29
"กระบี่","สพป.กระบี่","เกาะลันตา",28
"กระบี่","สพป.กระบี่","เขาพนม",27
"กระบี่","สพป.กระบี่","เมืองกระบี่",44
"กระบี่","สพป.กระบี่","เหนือคลอง",42
"กระบี่","สพม.ตรังกระบี่","คลองท่อม",6
"กระบี่","สพม.ตรังกระบี่","ปลายพระยา",4
"กระบี่","สพม.ตรังกระบี่","ลำทับ",2
"กระบี่","สพม.ตรังกระบี่","อ่าวลึก",6
"กระบี่","สพม.ตรังกระบี่","เกาะลันตา",4
"กระบี่","สพม.ตรังกระบี่","เขาพนม",6
"กระบี่","สพม.ตรังกระบี่","เมืองกระบี่",6
"กระบี่","สพม.ตรังกระบี่","เหนือคลอง",2
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตคลองเตย",2
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตจอมทอง",2
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตดุสิต",3
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตตลิ่งชัน",1
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตธนบุรี",1
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตบางกอกน้อย",1
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตบางกอกใหญ่",4
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตบางซื่อ",1
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตบางแค",1
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตป้อมปราบศัตรูพ่าย",2
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตพระนคร",5
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตภาษีเจริญ",1
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตยานนาวา",2
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตราชเทวี",1
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตวัฒนา",1
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตสวนหลวง",1
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตสัมพันธวงศ์",1
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตสาทร",2
"กรุงเทพมหานคร","สพป.กรุงเทพมหานคร","เขตห้วยขวาง",4
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตคลองสามวา",2
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตคลองเตย",2
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตจตุจักร",4
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตจอมทอง",4
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตดอนเมือง",4
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตดินแดง",6
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตดุสิต",8
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตตลิ่งชัน",6
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตทวีวัฒนา",2
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตทุ่งครุ",6
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตธนบุรี",6
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตบางกอกน้อย",18
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตบางกอกใหญ่",6
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตบางกะปิ",6
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตบางขุนเทียน",10
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตบางซื่อ",6
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตบางบอน",4
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตบางพลัด",3
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตบางรัก",4
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตบางเขน",2
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตบางแค",6
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตบึงกุ่ม",6
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตประเวศ",4
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตป้อมปราบศัตรูพ่าย",6
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตพญาไท",2
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตพระนคร",16
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตพระโขนง",2
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตภาษีเจริญ",8
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตมีนบุรี",4
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตยานนาวา",8
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตราชเทวี",8
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตราษฎร์บูรณะ",4
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตลาดกระบัง",10
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตลาดพร้าว",4
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตวังทองหลาง",4
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตวัฒนา",2
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตสะพานสูง",8
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตสัมพันธวงศ์",4
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตสาทร",8
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตสายไหม",2
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตหนองจอก",6
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตหนองแขม",2
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตหลักสี่",2
"กรุงเทพมหานคร","สพม.กรุงเทพมหานครเขต 1","เขตห้วยขวาง",4
"กาญจนบุรี","สพป.กาญจนบุรี เขต 1","ด่านมะขามเตี้ย",33
"กาญจนบุรี","สพป.กาญจนบุรี เขต 1","ท่าม่วง",53
"กาญจนบุรี","สพป.กาญจนบุรี เขต 1","ศรีสวัสดิ์",33
"กาญจนบุรี","สพป.กาญจนบุรี เขต 1","เมืองกาญจนบุรี",58
"กาญจนบุรี","สพป.กาญจนบุรี เขต 2","ท่ามะกา",43
"กาญจนบุรี","สพป.กาญจนบุรี เขต 2","พนมทวน",32
"กาญจนบุรี","สพป.กาญจนบุรี เขต 2","ห้วยกระเจา",38
"กาญจนบุรี","สพป.กาญจนบุรี เขต 3","ทองผาภูมิ",42
"กาญจนบุรี","สพป.กาญจนบุรี เขต 3","สังขละบุรี",17
"กาญจนบุรี","สพป.กาญจนบุรี เขต 3","ไทรโยค",54
"กาญจนบุรี","สพป.กาญจนบุรี เขต 4","บ่อพลอย",39
"กาญจนบุรี","สพป.กาญจนบุรี เขต 4","หนองปรือ",24
"กาญจนบุรี","สพป.กาญจนบุรี เขต 4","เลาขวัญ",59
"กาญจนบุรี","สพม.กาญจนบุรี","ด่านมะขามเตี้ย",2
"กาญจนบุรี","สพม.กาญจนบุรี","ทองผาภูมิ",2
"กาญจนบุรี","สพม.กาญจนบุรี","ท่ามะกา",10
"กาญจนบุรี","สพม.กาญจนบุรี","ท่าม่วง",10
"กาญจนบุรี","สพม.กาญจนบุรี","บ่อพลอย",4
"กาญจนบุรี","สพม.กาญจนบุรี","พนมทวน",2
"กาญจนบุรี","สพม.กาญจนบุรี","ศรีสวัสดิ์",2
"กาญจนบุรี","สพม.กาญจนบุรี","สังขละบุรี",2
"กาญจนบุรี","สพม.กาญจนบุรี","หนองปรือ",4
"กาญจนบุรี","สพม.กาญจนบุรี","ห้วยกระเจา",2
"กาญจนบุรี","สพม.กาญจนบุรี","เมืองกาญจนบุรี",4
"กาญจนบุรี","สพม.กาญจนบุรี","เลาขวัญ",4
"กาญจนบุรี","สพม.กาญจนบุรี","ไทรโยค",6
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 1","กมลาไสย",47
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 1","ดอนจาน",20
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 1","ร่องคำ",11
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 1","สหัสขันธ์",33
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 1","สามชัย",22
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 1","เมืองกาฬสินธุ์",78
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 2","ฆ้องชัย",19
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 2","ท่าคันโท",25
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 2","ยางตลาด",75
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 2","หนองกุงศรี",51
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 2","ห้วยเม็ก",43
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 3","กุฉินารายณ์",70
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 3","คำม่วง",41
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 3","นามน",28
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 3","สมเด็จ",46
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 3","ห้วยผึ้ง",24
"กาฬสินธุ์","สพป.กาฬสินธุ์ เขต 3","เขาวง",24
"กาฬสินธุ์","สพม.กาฬสินธุ์","กมลาไสย",12
"กาฬสินธุ์","สพม.กาฬสินธุ์","กุฉินารายณ์",12
"กาฬสินธุ์","สพม.กาฬสินธุ์","คำม่วง",2
"กาฬสินธุ์","สพม.กาฬสินธุ์","ฆ้องชัย",6
"กาฬสินธุ์","สพม.กาฬสินธุ์","ดอนจาน",4
"กาฬสินธุ์","สพม.กาฬสินธุ์","ท่าคันโท",4
"กาฬสินธุ์","สพม.กาฬสินธุ์","นามน",4
"กาฬสินธุ์","สพม.กาฬสินธุ์","ยางตลาด",8
"กาฬสินธุ์","สพม.กาฬสินธุ์","ร่องคำ",2
"กาฬสินธุ์","สพม.กาฬสินธุ์","สมเด็จ",12
"กาฬสินธุ์","สพม.กาฬสินธุ์","สหัสขันธ์",8
"กาฬสินธุ์","สพม.กาฬสินธุ์","สามชัย",2
"กาฬสินธุ์","สพม.กาฬสินธุ์","หนองกุงศรี",6
"กาฬสินธุ์","สพม.กาฬสินธุ์","ห้วยผึ้ง",4
"กาฬสินธุ์","สพม.กาฬสินธุ์","ห้วยเม็ก",10
"กาฬสินธุ์","สพม.กาฬสินธุ์","เขาวง",6
"กาฬสินธุ์","สพม.กาฬสินธุ์","เมืองกาฬสินธุ์",14
"กำแพงเพชร","สพป.กำแพงเพชร เขต 1","พรานกระต่าย",55
"กำแพงเพชร","สพป.กำแพงเพชร เขต 1","ลานกระบือ",36
"กำแพงเพชร","สพป.กำแพงเพชร เขต 1","เมืองกำแพงเพชร",95
"กำแพงเพชร","สพป.กำแพงเพชร เขต 1","โกสัมพีนคร",20
"กำแพงเพชร","สพป.กำแพงเพชร เขต 1","ไทรงาม",41
"กำแพงเพชร","สพป.กำแพงเพชร เขต 2","ขาณุวรลักษบุรี",66
"กำแพงเพชร","สพป.กำแพงเพชร เขต 2","คลองขลุง",44
"กำแพงเพชร","สพป.กำแพงเพชร เขต 2","คลองลาน",42
"กำแพงเพชร","สพป.กำแพงเพชร เขต 2","ทรายทองวัฒนา",12
"กำแพงเพชร","สพป.กำแพงเพชร เขต 2","บึงสามัคคี",21
"กำแพงเพชร","สพป.กำแพงเพชร เขต 2","ปางศิลาทอง",27
"กำแพงเพชร","สพม.กำแพงเพชร","ขาณุวรลักษบุรี",8
"กำแพงเพชร","สพม.กำแพงเพชร","คลองขลุง",6
"กำแพงเพชร","สพม.กำแพงเพชร","คลองลาน",6
"กำแพงเพชร","สพม.กำแพงเพชร","ทรายทองวัฒนา",2
"กำแพงเพชร","สพม.กำแพงเพชร","บึงสามัคคี",2
"กำแพงเพชร","สพม.กำแพงเพชร","ปางศิลาทอง",2
"กำแพงเพชร","สพม.กำแพงเพชร","พรานกระต่าย",6
"กำแพงเพชร","สพม.กำแพงเพชร","ลานกระบือ",8
"กำแพงเพชร","สพม.กำแพงเพชร","เมืองกำแพงเพชร",22
"กำแพงเพชร","สพม.กำแพงเพชร","โกสัมพีนคร",2
"กำแพงเพชร","สพม.กำแพงเพชร","ไทรงาม",4
"ขอนแก่น","สพป.ขอนแก่น เขต 1","บ้านฝาง",40
"ขอนแก่น","สพป.ขอนแก่น เขต 1","พระยืน",23
"ขอนแก่น","สพป.ขอนแก่น เขต 1","เมืองขอนแก่น",125
"ขอนแก่น","สพป.ขอนแก่น เขต 2","ชนบท",40
"ขอนแก่น","สพป.ขอนแก่น เขต 2","บ้านแฮด",28
"ขอนแก่น","สพป.ขอนแก่น เขต 2","บ้านไผ่",74
"ขอนแก่น","สพป.ขอนแก่น เขต 2","มัญจาคีรี",76
"ขอนแก่น","สพป.ขอนแก่น เขต 2","เปือยน้อย",20
"ขอนแก่น","สพป.ขอนแก่น เขต 2","โคกโพธิ์ไชย",24
"ขอนแก่น","สพป.ขอนแก่น เขต 3","พล",63
"ขอนแก่น","สพป.ขอนแก่น เขต 3","หนองสองห้อง",77
"ขอนแก่น","สพป.ขอนแก่น เขต 3","แวงน้อย",35
"ขอนแก่น","สพป.ขอนแก่น เขต 3","แวงใหญ่",26
"ขอนแก่น","สพป.ขอนแก่น เขต 3","โนนศิลา",24
"ขอนแก่น","สพป.ขอนแก่น เขต 4","กระนวน",43
"ขอนแก่น","สพป.ขอนแก่น เขต 4","ซำสูง",18
"ขอนแก่น","สพป.ขอนแก่น เขต 4","น้ำพอง",83
"ขอนแก่น","สพป.ขอนแก่น เขต 4","อุบลรัตน์",35
"ขอนแก่น","สพป.ขอนแก่น เขต 4","เขาสวนกวาง",37
"ขอนแก่น","สพป.ขอนแก่น เขต 5","ชุมแพ",71
"ขอนแก่น","สพป.ขอนแก่น เขต 5","ภูผาม่าน",22
"ขอนแก่น","สพป.ขอนแก่น เขต 5","ภูเวียง",60
"ขอนแก่น","สพป.ขอนแก่น เขต 5","สีชมพู",53
"ขอนแก่น","สพป.ขอนแก่น เขต 5","หนองนาคำ",20
"ขอนแก่น","สพป.ขอนแก่น เขต 5","หนองเรือ",74
"ขอนแก่น","สพป.ขอนแก่น เขต 5","เวียงเก่า",13
"ขอนแก่น","สพม.ขอนแก่น","กระนวน",10
"ขอนแก่น","สพม.ขอนแก่น","ชนบท",4
"ขอนแก่น","สพม.ขอนแก่น","ชุมแพ",14
"ขอนแก่น","สพม.ขอนแก่น","น้ำพอง",14
"ขอนแก่น","สพม.ขอนแก่น","บ้านฝาง",4
"ขอนแก่น","สพม.ขอนแก่น","บ้านแฮด",4
"ขอนแก่น","สพม.ขอนแก่น","บ้านไผ่",8
"ขอนแก่น","สพม.ขอนแก่น","พระยืน",2
"ขอนแก่น","สพม.ขอนแก่น","พล",10
"ขอนแก่น","สพม.ขอนแก่น","ภูผาม่าน",2
"ขอนแก่น","สพม.ขอนแก่น","ภูเวียง",6
"ขอนแก่น","สพม.ขอนแก่น","มัญจาคีรี",14
"ขอนแก่น","สพม.ขอนแก่น","สีชมพู",8
"ขอนแก่น","สพม.ขอนแก่น","หนองนาคำ",2
"ขอนแก่น","สพม.ขอนแก่น","หนองสองห้อง",10
"ขอนแก่น","สพม.ขอนแก่น","หนองเรือ",6
"ขอนแก่น","สพม.ขอนแก่น","อุบลรัตน์",6
"ขอนแก่น","สพม.ขอนแก่น","เขาสวนกวาง",4
"ขอนแก่น","สพม.ขอนแก่น","เปือยน้อย",4
"ขอนแก่น","สพม.ขอนแก่น","เมืองขอนแก่น",31
"ขอนแก่น","สพม.ขอนแก่น","เวียงเก่า",2
"ขอนแก่น","สพม.ขอนแก่น","แวงน้อย",8
"ขอนแก่น","สพม.ขอนแก่น","แวงใหญ่",4
"ขอนแก่น","สพม.ขอนแก่น","โคกโพธิ์ไชย",2
"ขอนแก่น","สพม.ขอนแก่น","โนนศิลา",4
"จันทบุรี","สพป.จันทบุรี เขต 1","ท่าใหม่",31
"จันทบุรี","สพป.จันทบุรี เขต 1","นายายอาม",21
"จันทบุรี","สพป.จันทบุรี เขต 1","เมืองจันทบุรี",30
"จันทบุรี","สพป.จันทบุรี เขต 1","แก่งหางแมว",21
"จันทบุรี","สพป.จันทบุรี เขต 2","ขลุง",29
"จันทบุรี","สพป.จันทบุรี เขต 2","มะขาม",11
"จันทบุรี","สพป.จันทบุรี เขต 2","สอยดาว",20
"จันทบุรี","สพป.จันทบุรี เขต 2","เขาคิชฌกูฏ",16
"จันทบุรี","สพป.จันทบุรี เขต 2","แหลมสิงห์",18
"จันทบุรี","สพป.จันทบุรี เขต 2","โป่งน้ำร้อน",32
"จันทบุรี","สพม.จันทบุรีตราด","ขลุง",6
"จันทบุรี","สพม.จันทบุรีตราด","ท่าใหม่",4
"จันทบุรี","สพม.จันทบุรีตราด","นายายอาม",4
"จันทบุรี","สพม.จันทบุรีตราด","มะขาม",2
"จันทบุรี","สพม.จันทบุรีตราด","สอยดาว",4
"จันทบุรี","สพม.จันทบุรีตราด","เขาคิชฌกูฏ",4
"จันทบุรี","สพม.จันทบุรีตราด","เมืองจันทบุรี",6
"จันทบุรี","สพม.จันทบุรีตราด","แก่งหางแมว",2
"จันทบุรี","สพม.จันทบุรีตราด","โป่งน้ำร้อน",6
"ฉะเชิงเทรา","สพป.ฉะเชิงเทรา เขต 1","บางน้ำเปรี้ยว",65
"ฉะเชิงเทรา","สพป.ฉะเชิงเทรา เขต 1","บางปะกง",36
"ฉะเชิงเทรา","สพป.ฉะเชิงเทรา เขต 1","บ้านโพธิ์",25
"ฉะเชิงเทรา","สพป.ฉะเชิงเทรา เขต 1","เมืองฉะเชิงเทรา",48
"ฉะเชิงเทรา","สพป.ฉะเชิงเทรา เขต 2","คลองเขื่อน",8
"ฉะเชิงเทรา","สพป.ฉะเชิงเทรา เขต 2","ท่าตะเกียบ",41
"ฉะเชิงเทรา","สพป.ฉะเชิงเทรา เขต 2","บางคล้า",19
"ฉะเชิงเทรา","สพป.ฉะเชิงเทรา เขต 2","พนมสารคาม",45
"ฉะเชิงเทรา","สพป.ฉะเชิงเทรา เขต 2","ราชสาส์น",8
"ฉะเชิงเทรา","สพป.ฉะเชิงเทรา เขต 2","สนามชัยเขต",54
"ฉะเชิงเทรา","สพป.ฉะเชิงเทรา เขต 2","แปลงยาว",21
"ฉะเชิงเทรา","สพม.ฉะเชิงเทรา","คลองเขื่อน",2
"ฉะเชิงเทรา","สพม.ฉะเชิงเทรา","บางคล้า",6
"ฉะเชิงเทรา","สพม.ฉะเชิงเทรา","บางน้ำเปรี้ยว",8
"ฉะเชิงเทรา","สพม.ฉะเชิงเทรา","บ้านโพธิ์",6
"ฉะเชิงเทรา","สพม.ฉะเชิงเทรา","พนมสารคาม",4
"ฉะเชิงเทรา","สพม.ฉะเชิงเทรา","ราชสาส์น",2
"ฉะเชิงเทรา","สพม.ฉะเชิงเทรา","สนามชัยเขต",2
"ฉะเชิงเทรา","สพม.ฉะเชิงเทรา","เมืองฉะเชิงเทรา",17
"ฉะเชิงเทรา","สพม.ฉะเชิงเทรา","แปลงยาว",6
"ชลบุรี","สพป.ชลบุรี เขต 1","บ้านบึง",33
"ชลบุรี","สพป.ชลบุรี เขต 1","หนองใหญ่",15
"ชลบุรี","สพป.ชลบุรี เขต 1","เมืองชลบุรี",35
"ชลบุรี","สพป.ชลบุรี เขต 2","บ่อทอง",36
"ชลบุรี","สพป.ชลบุรี เขต 2","พนัสนิคม",50
"ชลบุรี","สพป.ชลบุรี เขต 2","พานทอง",27
"ชลบุรี","สพป.ชลบุรี เขต 2","เกาะจันทร์",17
"ชลบุรี","สพป.ชลบุรี เขต 3","บางละมุง",51
"ชลบุรี","สพป.ชลบุรี เขต 3","ศรีราชา",46
"ชลบุรี","สพป.ชลบุรี เขต 3","สัตหีบ",19
"ชลบุรี","สพม.ชลบุรีระยอง","บางละมุง",8
"ชลบุรี","สพม.ชลบุรีระยอง","บ่อทอง",2
"ชลบุรี","สพม.ชลบุรีระยอง","บ้านบึง",4
"ชลบุรี","สพม.ชลบุรีระยอง","พนัสนิคม",6
"ชลบุรี","สพม.ชลบุรีระยอง","พานทอง",4
"ชลบุรี","สพม.ชลบุรีระยอง","ศรีราชา",4
"ชลบุรี","สพม.ชลบุรีระยอง","สัตหีบ",4
"ชลบุรี","สพม.ชลบุรีระยอง","หนองใหญ่",2
"ชลบุรี","สพม.ชลบุรีระยอง","เกาะจันทร์",4
"ชลบุรี","สพม.ชลบุรีระยอง","เกาะสีชัง",3
"ชลบุรี","สพม.ชลบุรีระยอง","เมืองชลบุรี",12
"ชัยนาท","สพป.ชัยนาท","มโนรมย์",8
"ชัยนาท","สพป.ชัยนาท","วัดสิงห์",17
"ชัยนาท","สพป.ชัยนาท","สรรคบุรี",43
"ชัยนาท","สพป.ชัยนาท","สรรพยา",18
"ชัยนาท","สพป.ชัยนาท","หนองมะโมง",13
"ชัยนาท","สพป.ชัยนาท","หันคา",38
"ชัยนาท","สพป.ชัยนาท","เนินขาม",10
"ชัยนาท","สพป.ชัยนาท","เมืองชัยนาท",31
"ชัยนาท","สพม.อุทัยธานีชัยนาท","มโนรมย์",4
"ชัยนาท","สพม.อุทัยธานีชัยนาท","วัดสิงห์",2
"ชัยนาท","สพม.อุทัยธานีชัยนาท","สรรคบุรี",4
"ชัยนาท","สพม.อุทัยธานีชัยนาท","สรรพยา",6
"ชัยนาท","สพม.อุทัยธานีชัยนาท","หนองมะโมง",2
"ชัยนาท","สพม.อุทัยธานีชัยนาท","หันคา",4
"ชัยนาท","สพม.อุทัยธานีชัยนาท","เนินขาม",2
"ชัยนาท","สพม.อุทัยธานีชัยนาท","เมืองชัยนาท",2
"ชัยภูมิ","สพป.ชัยภูมิ เขต 1","คอนสวรรค์",31
"ชัยภูมิ","สพป.ชัยภูมิ เขต 1","บ้านเขว้า",41
"ชัยภูมิ","สพป.ชัยภูมิ เขต 1","ภักดีชุมพล",29
"ชัยภูมิ","สพป.ชัยภูมิ เขต 1","หนองบัวแดง",72
"ชัยภูมิ","สพป.ชัยภูมิ เขต 1","เมืองชัยภูมิ",95
"ชัยภูมิ","สพป.ชัยภูมิ เขต 2","คอนสาร",47
"ชัยภูมิ","สพป.ชัยภูมิ เขต 2","บ้านแท่น",45
"ชัยภูมิ","สพป.ชัยภูมิ เขต 2","ภูเขียว",73
"ชัยภูมิ","สพป.ชัยภูมิ เขต 2","เกษตรสมบูรณ์",54
"ชัยภูมิ","สพป.ชัยภูมิ เขต 2","แก้งคร้อ",65
"ชัยภูมิ","สพป.ชัยภูมิ เขต 3","จัตุรัส",31
"ชัยภูมิ","สพป.ชัยภูมิ เขต 3","ซับใหญ่",15
"ชัยภูมิ","สพป.ชัยภูมิ เขต 3","บำเหน็จณรงค์",28
"ชัยภูมิ","สพป.ชัยภูมิ เขต 3","หนองบัวระเหว",37
"ชัยภูมิ","สพป.ชัยภูมิ เขต 3","เทพสถิต",45
"ชัยภูมิ","สพป.ชัยภูมิ เขต 3","เนินสง่า",11
"ชัยภูมิ","สพม.ชัยภูมิ","คอนสวรรค์",12
"ชัยภูมิ","สพม.ชัยภูมิ","คอนสาร",4
"ชัยภูมิ","สพม.ชัยภูมิ","จัตุรัส",6
"ชัยภูมิ","สพม.ชัยภูมิ","บำเหน็จณรงค์",6
"ชัยภูมิ","สพม.ชัยภูมิ","บ้านเขว้า",2
"ชัยภูมิ","สพม.ชัยภูมิ","บ้านแท่น",2
"ชัยภูมิ","สพม.ชัยภูมิ","ภักดีชุมพล",4
"ชัยภูมิ","สพม.ชัยภูมิ","ภูเขียว",10
"ชัยภูมิ","สพม.ชัยภูมิ","หนองบัวระเหว",4
"ชัยภูมิ","สพม.ชัยภูมิ","หนองบัวแดง",8
"ชัยภูมิ","สพม.ชัยภูมิ","เทพสถิต",6
"ชัยภูมิ","สพม.ชัยภูมิ","เมืองชัยภูมิ",16
"ชัยภูมิ","สพม.ชัยภูมิ","แก้งคร้อ",6
"ชุมพร","สพป.ชุมพร เขต 1","ท่าแซะ",55
"ชุมพร","สพป.ชุมพร เขต 1","ปะทิว",28
"ชุมพร","สพป.ชุมพร เขต 1","เมืองชุมพร",76
"ชุมพร","สพป.ชุมพร เขต 2","ทุ่งตะโก",20
"ชุมพร","สพป.ชุมพร เขต 2","พะโต๊ะ",20
"ชุมพร","สพป.ชุมพร เขต 2","ละแม",20
"ชุมพร","สพป.ชุมพร เขต 2","สวี",50
"ชุมพร","สพป.ชุมพร เขต 2","หลังสวน",40
"ชุมพร","สพม.สุราษฎร์ธานีชุมพร","ทุ่งตะโก",4
"ชุมพร","สพม.สุราษฎร์ธานีชุมพร","ท่าแซะ",8
"ชุมพร","สพม.สุราษฎร์ธานีชุมพร","ปะทิว",4
"ชุมพร","สพม.สุราษฎร์ธานีชุมพร","พะโต๊ะ",2
"ชุมพร","สพม.สุราษฎร์ธานีชุมพร","ละแม",2
"ชุมพร","สพม.สุราษฎร์ธานีชุมพร","สวี",12
"ชุมพร","สพม.สุราษฎร์ธานีชุมพร","หลังสวน",8
"ชุมพร","สพม.สุราษฎร์ธานีชุมพร","เมืองชุมพร",10
"ตรัง","สพป.ตรัง เขต 1","นาโยง",22
"ตรัง","สพป.ตรัง เขต 1","ปะเหลียน",43
"ตรัง","สพป.ตรัง เขต 1","ย่านตาขาว",37
"ตรัง","สพป.ตรัง เขต 1","หาดสำราญ",13
"ตรัง","สพป.ตรัง เขต 1","เมืองตรัง",41
"ตรัง","สพป.ตรัง เขต 2","กันตัง",46
"ตรัง","สพป.ตรัง เขต 2","รัษฎา",23
"ตรัง","สพป.ตรัง เขต 2","วังวิเศษ",22
"ตรัง","สพป.ตรัง เขต 2","สิเกา",32
"ตรัง","สพป.ตรัง เขต 2","ห้วยยอด",47
